draw,regimen,exposure,censored,final,rank
50,20(S)-Rg3,4.789,0.0,0.1464354527938343,2
50,Curcumin,6.267,0.0,0.14258188824662812,3
50,SAC+Eupatilin,15.627,0.0,0.0,8
50,Eupatilin+Rg3,8.01,0.0,0.0,4
50,SAC+Rg3+Curcumin,12.496,0.0,0.0,7
50,Gemcitabine,11.349,1.0,0.0,1
51,SAC,6.104,0.0,0.8004073319755601,3
51,Eupatilin,28.355,0.0,1.4582484725050917,7
51,20(S)-Rg3,3.3,0.0,0.0,2
51,Curcumin,18.126,0.0,0.9979633401221996,6
51,SAC+Eupatilin,30.295,0.0,0.5458248472505092,8
51,Eupatilin+Rg3,9.961,0.0,0.0,4
51,SAC+Rg3+Curcumin,11.492,0.0,0.010183299389002037,5
51,Gemcitabine,20.482,1.0,0.0,1
52,SAC,9.754,0.0,1.9640591966173362,4
52,Eupatilin,9.931,0.0,1.8879492600422834,5
52,20(S)-Rg3,6.363,0.0,0.07610993657505286,2
52,Curcumin,11.821,0.0,1.3107822410147991,6
52,SAC+Eupatilin,19.685,0.0,1.3678646934460887,8
52,Eupatilin+Rg3,7.794,0.0,0.0,3
52,SAC+Rg3+Curcumin,18.644,0.0,0.5581395348837209,7
52,Gemcitabine,5.837,1.0,0.046511627906976744,1
53,SAC,17.92,0.0,1.2401656314699794,7
53,Eupatilin,15.413,0.0,1.1325051759834368,6
53,20(S)-Rg3,8.677,0.0,0.0,3
53,Curcumin,8.508,0.0,0.7287784679089027,2
53,SAC+Eupatilin,21.805,0.0,0.2732919254658385,8
53,Eupatilin+Rg3,11.511,0.0,0.0,4
53,SAC+Rg3+Curcumin,13.973,0.0,0.0,5
53,Gemcitabine,41.384,1.0,0.0,1
54,SAC,9.764,0.0,1.3178947368421052,2
54,Eupatilin,9.19,0.0,0.5557894736842105,1
54,20(S)-Rg3,12.791,0.0,0.9157894736842105,3
54,Curcumin,22.373,0.0,2.0189473684210526,6
54,SAC+Eupatilin,17.547,0.0,0.5010526315789474,4
54,Eupatilin+Rg3,21.793,0.0,0.671578947368421,5
54,SAC+Rg3+Curcumin,24.897,0.0,0.002105263157894737,7
54,Gemcitabine,68.385,0.0,0.0,8
55,SAC,7.301,0.0,1.7398058252427184,2
55,Eupatilin,8.993,0.0,0.48349514563106794,3
55,20(S)-Rg3,16.016,0.0,0.6407766990291263,4
55,Curcumin,16.302,0.0,1.5611650485436894,5
55,SAC+Eupatilin,18.147,0.0,0.8912621359223301,6
55,Eupatilin+Rg3,18.269,0.0,0.0,7
55,SAC+Rg3+Curcumin,20.575,0.0,0.0,8
55,Gemcitabine,21.132,1.0,0.0,1
56,SAC,14.547,0.0,1.620408163265306,7
56,Eupatilin,13.355,0.0,0.7448979591836735,6
56,20(S)-Rg3,2.815,0.0,0.0,2
56,Curcumin,6.115,0.0,0.4816326530612245,4
56,SAC+Eupatilin,17.788,0.0,0.0,8
56,Eupatilin+Rg3,5.849,0.0,0.0,3
56,SAC+Rg3+Curcumin,9.65,0.0,0.0,5
56,Gemcitabine,16.064,1.0,0.0,1
57,SAC,9.198,0.0,1.9272030651340997,3
57,Eupatilin,22.163,0.0,2.6379310344827585,5
57,20(S)-Rg3,8.181,0.0,2.157088122605364,2
57,Curcumin,11.462,0.0,2.8160919540229883,4
57,SAC+Eupatilin,22.737,0.0,0.11877394636015326,6
57,Eupatilin+Rg3,30.345,0.0,0.8180076628352491,8
57,SAC+Rg3+Curcumin,28.841,0.0,1.5708812260536398,7
57,Gemcitabine,9.945,1.0,0.0,1
58,SAC,10.433,0.0,0.5953757225433526,6
58,Eupatilin,11.33,0.0,0.30057803468208094,7
58,20(S)-Rg3,4.352,0.0,0.0,2
58,Curcumin,8.984,0.0,1.0635838150289016,5
58,SAC+Eupatilin,14.439,0.0,0.057803468208092484,8
58,Eupatilin+Rg3,8.605,0.0,0.0,4
58,SAC+Rg3+Curcumin,8.045,0.0,0.0,3
58,Gemcitabine,12.331,1.0,0.0,1
59,SAC,17.654,0.0,0.814663951120163,6
59,Eupatilin,7.071,0.0,0.5295315682281059,3
59,20(S)-Rg3,7.052,0.0,0.1934826883910387,2
59,Curcumin,19.498,0.0,1.5621181262729125,7
59,SAC+Eupatilin,25.932,0.0,0.7657841140529531,8
59,Eupatilin+Rg3,9.675,0.0,0.1384928716904277,4
59,SAC+Rg3+Curcumin,16.858,0.0,0.0,5
59,Gemcitabine,14.085,1.0,0.0,1
60,SAC,9.64,0.0,2.9175475687103596,4
60,Eupatilin,22.162,0.0,2.5665961945031714,5
60,20(S)-Rg3,9.193,0.0,2.4862579281183934,3
60,Curcumin,8.03,0.0,2.035940803382664,2
60,SAC+Eupatilin,31.802,0.0,1.2896405919661733,8
60,Eupatilin+Rg3,31.355,0.0,1.6849894291754757,7
60,SAC+Rg3+Curcumin,26.863,0.0,1.562367864693446,6
60,Gemcitabine,3.677,1.0,0.0,1
61,SAC,14.593,0.0,1.3540372670807452,5
61,Eupatilin,9.885,0.0,0.7184265010351967,3
61,20(S)-Rg3,9.428,0.0,0.0,2
61,Curcumin,17.466,0.0,1.2236024844720497,6
61,SAC+Eupatilin,24.478,0.0,0.6935817805383023,8
61,Eupatilin+Rg3,11.323,0.0,0.0,4
61,SAC+Rg3+Curcumin,21.385,0.0,0.0,7
61,Gemcitabine,27.128,1.0,0.0,1
62,SAC,10.799,0.0,1.631578947368421,3
62,Eupatilin,22.718,0.0,0.911578947368421,5
62,20(S)-Rg3,12.191,0.0,1.528421052631579,4
62,Curcumin,10.582,0.0,2.776842105263158,2
62,SAC+Eupatilin,33.517,0.0,1.0273684210526315,7
62,Eupatilin+Rg3,34.909,0.0,1.6905263157894737,8
62,SAC+Rg3+Curcumin,27.137,0.0,0.5642105263157895,6
62,Gemcitabine,17.769,1.0,0.0,1
63,SAC,7.659,0.0,0.009708737864077669,2
63,Eupatilin,21.623,0.0,1.8485436893203884,6
63,20(S)-Rg3,15.515,0.0,0.4058252427184466,4
63,Curcumin,9.124,0.0,0.4446601941747573,3
63,SAC+Eupatilin,32.97,0.0,1.5980582524271845,8
63,Eupatilin+Rg3,20.48,0.0,0.0,5
63,SAC+Rg3+Curcumin,24.375,0.0,0.03495145631067961,7
63,Gemcitabine,35.68,1.0,0.0,1
64,SAC,19.208,0.0,1.5918367346938775,7
64,Eupatilin,5.23,0.0,0.0,2
64,20(S)-Rg3,5.921,0.0,0.0,3
64,Curcumin,8.568,0.0,1.6224489795918366,4
64,SAC+Eupatilin,22.06,0.0,0.32040816326530613,8
64,Eupatilin+Rg3,9.512,0.0,0.0,5
64,SAC+Rg3+Curcumin,17.322,0.0,0.0,6
64,Gemcitabine,7.13,1.0,0.0,1
65,SAC,8.919,0.0,1.1743295019157087,3
65,Eupatilin,23.35,0.0,1.3544061302681993,6
65,20(S)-Rg3,9.825,0.0,0.0,4
65,Curcumin,7.334,0.0,2.528735632183908,2
65,SAC+Eupatilin,24.874,0.0,0.22988505747126436,7
65,Eupatilin+Rg3,26.902,0.0,0.0,8
65,SAC+Rg3+Curcumin,16.004,0.0,0.0,5
65,Gemcitabine,4.771,1.0,0.0,1
66,SAC,15.115,0.0,1.558766859344894,5
66,Eupatilin,7.355,0.0,0.22157996146435452,3
66,20(S)-Rg3,24.145,0.0,0.0,8
66,Curcumin,7.171,0.0,1.0982658959537572,2
66,SAC+Eupatilin,12.829,0.0,0.0,4
66,Eupatilin+Rg3,19.259,0.0,0.0,6
66,SAC+Rg3+Curcumin,21.632,0.0,0.0,7
66,Gemcitabine,24.63,1.0,0.0,1
67,SAC,9.021,0.0,3.769857433808554,2
67,Eupatilin,15.474,0.0,0.21181262729124237,4
67,20(S)-Rg3,13.098,0.0,1.6415478615071284,3
67,Curcumin,25.482,0.0,1.9266802443991853,6
67,SAC+Eupatilin,22.772,0.0,0.5763747454175153,5
67,Eupatilin+Rg3,26.982,0.0,0.3340122199592668,7
67,SAC+Rg3+Curcumin,40.858,0.0,0.384928716904277,8
67,Gemcitabine,11.889,1.0,0.0,1
68,SAC,7.011,0.0,1.2748414376321353,3
68,Eupatilin,7.412,0.0,1.0,4
68,20(S)-Rg3,8.296,0.0,0.20718816067653276,5
68,Curcumin,6.722,0.0,2.792811839323467,2
68,SAC+Eupatilin,14.423,0.0,1.482029598308668,8
68,Eupatilin+Rg3,12.348,0.0,0.0,6
68,SAC+Rg3+Curcumin,13.617,0.0,0.0,7
68,Gemcitabine,14.641,1.0,0.0,1
69,SAC,19.552,0.0,0.4389233954451346,3
69,Eupatilin,23.966,0.0,2.0683229813664594,5
69,20(S)-Rg3,14.177,0.0,1.0579710144927537,2
69,Curcumin,20.001,0.0,1.3664596273291925,4
69,SAC+Eupatilin,43.036,0.0,0.6314699792960663,8
69,Eupatilin+Rg3,26.859,0.0,0.12215320910973085,6
69,SAC+Rg3+Curcumin,32.267,0.0,0.07453416149068323,7
69,Gemcitabine,32.502,1.0,0.0,1
70,SAC,5.035,0.0,1.7873684210526315,2
70,Eupatilin,21.63,0.0,2.1957894736842105,7
70,20(S)-Rg3,9.079,0.0,0.3368421052631579,4
70,Curcumin,7.414,0.0,1.5726315789473684,3
70,SAC+Eupatilin,18.776,0.0,0.09263157894736843,6
70,Eupatilin+Rg3,31.67,0.0,0.6505263157894737,8
70,SAC+Rg3+Curcumin,14.967,0.0,0.2694736842105263,5
70,Gemcitabine,14.566,1.0,0.0,1
71,SAC,11.565,0.0,0.654368932038835,5
71,Eupatilin,6.098,0.0,1.163106796116505,2
71,20(S)-Rg3,6.872,0.0,0.26407766990291265,4
71,Curcumin,6.871,0.0,3.042718446601942,3
71,SAC+Eupatilin,13.877,0.0,0.19223300970873786,6
71,Eupatilin+Rg3,14.779,0.0,1.166990291262136,7
71,SAC+Rg3+Curcumin,19.539,0.0,0.1378640776699029,8
71,Gemcitabine,13.928,1.0,0.0,1
72,SAC,3.75,0.0,0.0,2
72,Eupatilin,12.847,0.0,1.2877551020408162,4
72,20(S)-Rg3,11.025,0.0,0.022448979591836733,3
72,Curcumin,26.598,0.0,1.5591836734693878,8
72,SAC+Eupatilin,21.418,0.0,1.0816326530612246,6
72,Eupatilin+Rg3,16.629,0.0,0.0,5
72,SAC+Rg3+Curcumin,22.136,0.0,0.014285714285714285,7
72,Gemcitabine,8.747,1.0,0.0,1
73,SAC,7.541,0.0,2.0613026819923372,3
73,Eupatilin,9.857,0.0,0.5804597701149425,4
73,20(S)-Rg3,7.456,0.0,0.11877394636015326,2
73,Curcumin,7.052,0.0,1.4118773946360152,1
73,SAC+Eupatilin,17.826,0.0,1.5191570881226053,7
73,Eupatilin+Rg3,14.819,0.0,0.0019157088122605363,5
73,SAC+Rg3+Curcumin,16.941,0.0,0.0,6
73,Gemcitabine,40.911,0.0,0.0,8
74,SAC,5.693,0.0,2.30635838150289,3
74,Eupatilin,11.129,0.0,0.9595375722543352,4
74,20(S)-Rg3,17.536,0.0,2.813102119460501,7
74,Curcumin,3.126,0.0,0.0,1
74,SAC+Eupatilin,5.537,0.0,0.0,2
74,Eupatilin+Rg3,22.813,0.0,0.371868978805395,8
74,SAC+Rg3+Curcumin,15.385,0.0,0.0,5
74,Gemcitabine,15.518,0.0,0.0,6
75,SAC,16.365,0.0,0.4134419551934827,6
75,Eupatilin,6.763,0.0,1.4684317718940938,3
75,20(S)-Rg3,11.584,0.0,1.2036659877800406,5
75,Curcumin,5.549,0.0,0.8839103869653768,2
75,SAC+Eupatilin,25.555,0.0,1.164969450101833,7
75,Eupatilin+Rg3,8.256,0.0,0.0,4
75,SAC+Rg3+Curcumin,33.081,0.0,0.5295315682281059,8
75,Gemcitabine,12.4,1.0,0.0,1
76,SAC,12.641,0.0,1.507399577167019,4
76,Eupatilin,8.214,0.0,1.894291754756871,3
76,20(S)-Rg3,17.327,0.0,0.7885835095137421,6
76,Curcumin,8.103,0.0,1.6342494714587739,2
76,SAC+Eupatilin,20.856,0.0,1.507399577167019,7
76,Eupatilin+Rg3,12.771,0.0,0.0,5
76,SAC+Rg3+Curcumin,29.029,0.0,0.5560253699788583,8
76,Gemcitabine,8.085,1.0,0.0,1
77,SAC,5.24,0.0,0.8633540372670807,2
77,Eupatilin,13.554,0.0,1.0828157349896481,4
77,20(S)-Rg3,15.452,0.0,1.1987577639751552,5
77,Curcumin,13.238,0.0,2.2939958592132506,3
77,SAC+Eupatilin,18.794,0.0,0.8840579710144928,6
77,Eupatilin+Rg3,29.005,0.0,0.782608695652174,8
77,SAC+Rg3+Curcumin,26.296,0.0,0.10766045548654245,7
77,Gemcitabine,4.655,1.0,0.0,1
78,SAC,15.51,0.0,2.397894736842105,5
78,Eupatilin,9.055,0.0,1.2610526315789474,3
78,20(S)-Rg3,13.309,0.0,0.8442105263157895,4
78,Curcumin,8.905,0.0,0.9578947368421052,2
78,SAC+Eupatilin,24.565,0.0,1.72,7
78,Eupatilin+Rg3,17.705,0.0,0.3410526315789474,6
78,SAC+Rg3+Curcumin,34.108,0.0,0.5136842105263157,8
78,Gemcitabine,14.764,1.0,0.0,1
79,SAC,11.561,0.0,1.4485436893203882,4
79,Eupatilin,10.087,0.0,1.6446601941747572,3
79,20(S)-Rg3,14.809,0.0,0.21941747572815534,5
79,Curcumin,8.225,0.0,2.0330097087378642,2
79,SAC+Eupatilin,17.138,0.0,0.22524271844660193,6
79,Eupatilin+Rg3,28.485,0.0,0.5689320388349515,8
79,SAC+Rg3+Curcumin,22.832,0.0,0.11844660194174757,7
79,Gemcitabine,7.436,1.0,0.0,1
80,SAC,4.125,0.0,2.5183673469387755,2
80,Eupatilin,7.214,0.0,0.0,4
80,20(S)-Rg3,9.141,0.0,0.0,5
80,Curcumin,5.073,0.0,2.236734693877551,3
80,SAC+Eupatilin,15.515,0.0,0.863265306122449,8
80,Eupatilin+Rg3,14.686,0.0,0.0,7
80,SAC+Rg3+Curcumin,14.609,0.0,0.0,6
80,Gemcitabine,10.91,1.0,0.0,1
81,SAC,6.631,0.0,2.049808429118774,5
81,Eupatilin,14.854,0.0,1.8409961685823755,7
81,20(S)-Rg3,3.171,0.0,0.0,4
81,Curcumin,7.573,0.0,0.7375478927203065,6
81,SAC+Eupatilin,21.484,0.0,1.4099616858237547,8
81,Eupatilin+Rg3,6.637,1.0,0.0,2
81,SAC+Rg3+Curcumin,5.559,1.0,0.0,1
81,Gemcitabine,25.967,1.0,0.0,3
82,SAC,6.429,0.0,0.4913294797687861,2
82,Eupatilin,7.147,0.0,0.0,3
82,20(S)-Rg3,9.227,0.0,0.0,4
82,Curcumin,13.411,0.0,0.16377649325626203,6
82,SAC+Eupatilin,18.368,0.0,0.6705202312138728,7
82,Eupatilin+Rg3,12.062,0.0,0.0,5
82,SAC+Rg3+Curcumin,24.702,0.0,0.0,8
82,Gemcitabine,11.005,1.0,0.0,1
83,SAC,8.108,0.0,1.374745417515275,4
83,Eupatilin,13.802,0.0,1.9877800407331976,8
83,20(S)-Rg3,5.292,0.0,0.0,2
83,Curcumin,8.077,0.0,0.4093686354378819,3
83,SAC+Eupatilin,12.142,0.0,0.4073319755600815,7
83,Eupatilin+Rg3,10.084,0.0,0.0,5
83,SAC+Rg3+Curcumin,10.206,0.0,0.0,6
83,Gemcitabine,19.765,1.0,0.0,1
84,SAC,8.035,0.0,2.097251585623679,3
84,Eupatilin,12.615,0.0,2.2938689217758985,6
84,20(S)-Rg3,6.99,0.0,1.8266384778012685,2
84,Curcumin,12.241,0.0,2.2473572938689217,4
84,SAC+Eupatilin,12.562,0.0,0.19661733615221988,5
84,Eupatilin+Rg3,19.605,0.0,0.7526427061310782,7
84,SAC+Rg3+Curcumin,20.676,0.0,0.5243128964059197,8
84,Gemcitabine,6.467,1.0,0.0,1
85,SAC,10.181,0.0,0.9420289855072463,4
85,Eupatilin,6.959,0.0,1.598343685300207,3
85,20(S)-Rg3,14.315,0.0,1.8612836438923395,5
85,Curcumin,6.422,0.0,0.06832298136645963,2
85,SAC+Eupatilin,17.14,0.0,0.9047619047619048,6
85,Eupatilin+Rg3,18.969,0.0,0.4968944099378882,8
85,SAC+Rg3+Curcumin,18.653,0.0,0.0,7
85,Gemcitabine,18.028,1.0,0.11387163561076605,1
86,SAC,5.724,0.0,1.4294736842105262,3
86,Eupatilin,5.053,0.0,1.9473684210526316,2
86,20(S)-Rg3,8.782,0.0,1.1789473684210525,4
86,Curcumin,17.491,0.0,1.8442105263157895,7
86,SAC+Eupatilin,10.776,0.0,1.5894736842105264,5
86,Eupatilin+Rg3,11.759,0.0,0.37684210526315787,6
86,SAC+Rg3+Curcumin,17.731,0.0,0.11368421052631579,8
86,Gemcitabine,10.358,1.0,0.0,1
87,SAC,4.331,0.0,0.0,4
87,Eupatilin,10.573,0.0,0.34757281553398056,6
87,20(S)-Rg3,2.133,0.0,0.0,3
87,Curcumin,11.041,0.0,0.14951456310679612,7
87,SAC+Eupatilin,20.641,0.0,1.5145631067961165,8
87,Eupatilin+Rg3,5.73,1.0,0.0,1
87,SAC+Rg3+Curcumin,6.719,0.0,0.0,5
87,Gemcitabine,28.69,1.0,0.0,2
88,SAC,11.026,0.0,1.010204081632653,3
88,Eupatilin,10.966,0.0,0.6306122448979592,2
88,20(S)-Rg3,11.323,0.0,2.3,4
88,Curcumin,11.959,0.0,1.046938775510204,5
88,SAC+Eupatilin,14.189,0.0,0.3183673469387755,7
88,Eupatilin+Rg3,13.287,0.0,0.24285714285714285,6
88,SAC+Rg3+Curcumin,34.308,0.0,2.2755102040816326,8
88,Gemcitabine,18.041,1.0,0.0,1
89,SAC,11.934,0.0,1.053639846743295,3
89,Eupatilin,15.072,0.0,1.4482758620689655,5
89,20(S)-Rg3,10.156,0.0,0.19348659003831417,2
89,Curcumin,13.136,0.0,1.8486590038314177,4
89,SAC+Eupatilin,20.029,0.0,0.16666666666666666,6
89,Eupatilin+Rg3,27.701,0.0,1.160919540229885,8
89,SAC+Rg3+Curcumin,25.29,0.0,0.01532567049808429,7
89,Gemcitabine,46.434,1.0,0.0,1
90,SAC,4.917,0.0,0.1599229287090559,2
90,Eupatilin,8.256,0.0,2.7745664739884393,3
90,20(S)-Rg3,16.64,0.0,0.0,8
90,Curcumin,9.726,0.0,0.4373795761078998,4
90,SAC+Eupatilin,14.651,0.0,0.394990366088632,5
90,Eupatilin+Rg3,16.585,0.0,0.0,7
90,SAC+Rg3+Curcumin,16.417,0.0,0.0,6
90,Gemcitabine,8.902,1.0,0.0,1
91,SAC,7.131,0.0,2.175152749490835,2
91,Eupatilin,7.51,0.0,2.704684317718941,3
91,20(S)-Rg3,15.503,0.0,1.0672097759674135,8
91,Curcumin,8.367,0.0,1.15071283095723,4
91,SAC+Eupatilin,14.641,0.0,1.4541751527494908,6
91,Eupatilin+Rg3,9.972,0.0,0.09164969450101833,5
91,SAC+Rg3+Curcumin,14.725,0.0,0.0,7
91,Gemcitabine,9.259,1.0,0.0,1
92,SAC,11.429,0.0,1.5517970401691332,3
92,Eupatilin,5.055,0.0,3.7399577167019027,2
92,20(S)-Rg3,14.23,0.0,1.7188160676532769,6
92,Curcumin,12.287,0.0,1.3150105708245243,4
92,SAC+Eupatilin,16.483,0.0,0.7906976744186046,7
92,Eupatilin+Rg3,13.419,0.0,0.49471458773784355,5
92,SAC+Rg3+Curcumin,29.092,0.0,0.3784355179704017,8
92,Gemcitabine,15.703,1.0,0.06342494714587738,1
93,SAC,6.787,0.0,0.5631469979296067,2
93,Eupatilin,10.512,0.0,1.7536231884057971,4
93,20(S)-Rg3,23.991,0.0,1.4409937888198758,7
93,Curcumin,7.861,0.0,0.9254658385093167,3
93,SAC+Eupatilin,17.783,0.0,0.7971014492753623,5
93,Eupatilin+Rg3,29.759,0.0,0.5175983436853002,8
93,SAC+Rg3+Curcumin,21.029,0.0,0.0,6
93,Gemcitabine,7.676,1.0,0.0,1
94,SAC,4.941,0.0,1.2526315789473683,2
94,Eupatilin,25.745,0.0,1.0610526315789475,7
94,20(S)-Rg3,10.857,0.0,1.305263157894737,3
94,Curcumin,11.578,0.0,1.454736842105263,4
94,SAC+Eupatilin,22.63,0.0,0.35157894736842105,5
94,Eupatilin+Rg3,31.111,0.0,0.4357894736842105,8
94,SAC+Rg3+Curcumin,24.296,0.0,0.42526315789473684,6
94,Gemcitabine,18.493,1.0,0.0,1
95,SAC,11.806,0.0,2.7864077669902914,4
95,Eupatilin,10.493,0.0,2.6271844660194175,3
95,20(S)-Rg3,6.846,0.0,0.0,2
95,Curcumin,13.985,0.0,2.349514563106796,6
95,SAC+Eupatilin,17.561,0.0,0.22330097087378642,8
95,Eupatilin+Rg3,13.708,0.0,0.0,5
95,SAC+Rg3+Curcumin,15.417,0.0,0.0,7
95,Gemcitabine,14.758,1.0,0.0,1
96,SAC,6.801,0.0,0.4714285714285714,3
96,Eupatilin,15.99,0.0,1.0571428571428572,7
96,20(S)-Rg3,2.727,0.0,0.0,2
96,Curcumin,9.122,0.0,0.46938775510204084,6
96,SAC+Eupatilin,18.164,0.0,0.35918367346938773,8
96,Eupatilin+Rg3,7.461,0.0,0.0,4
96,SAC+Rg3+Curcumin,8.193,0.0,0.0,5
96,Gemcitabine,14.751,1.0,0.0,1
97,SAC,11.35,0.0,2.0421455938697317,6
97,Eupatilin,8.026,0.0,1.9674329501915708,4
97,20(S)-Rg3,6.781,0.0,0.5153256704980843,3
97,Curcumin,8.498,0.0,2.9042145593869733,5
97,SAC+Eupatilin,19.377,0.0,1.2950191570881227,8
97,Eupatilin+Rg3,6.457,0.0,0.0,2
97,SAC+Rg3+Curcumin,16.811,0.0,0.0,7
97,Gemcitabine,18.667,1.0,0.0,1
98,SAC,5.289,0.0,0.24855491329479767,2
98,Eupatilin,8.627,0.0,0.4238921001926782,4
98,20(S)-Rg3,8.169,0.0,0.0,3
98,Curcumin,10.623,0.0,1.5626204238921002,5
98,SAC+Eupatilin,12.487,0.0,0.0019267822736030828,7
98,Eupatilin+Rg3,12.001,0.0,0.32947976878612717,6
98,SAC+Rg3+Curcumin,18.183,0.0,0.0,8
98,Gemcitabine,5.96,1.0,0.0,1
99,SAC,7.754,0.0,0.24439918533604887,2
99,Eupatilin,9.085,0.0,1.5437881873727088,4
99,20(S)-Rg3,11.409,0.0,0.09572301425661914,5
99,Curcumin,14.506,0.0,1.3584521384928716,7
99,SAC+Eupatilin,19.781,0.0,2.45010183299389,8
99,Eupatilin+Rg3,8.583,0.0,0.0,3
99,SAC+Rg3+Curcumin,13.932,0.0,0.0,6
99,Gemcitabine,7.11,1.0,0.0,1
